titolare	domanda_id	database
COLOMBO MARIO MONZA MILANO	857	itapat_1987_2
ALBINI MARIALUISA MILANO PLE SEGRINO 6/B	1204	itapat_1988_3
VENTURINI FRANCO	144	itapat_1990_64
MENEGATTO CARLO	842	itapat_1990_21
TESIO LUIGI	66	itapat_1990_19
BOBBIESI GIUSEPPE	181	itapat_1990_9
GALLERANI FRANCO LUIGI A MILANO	6232	itapat_1974_2
BERETTA GIAN ALBERTO BERETTA GIAN PAOLO A MILANO	7468	itapat_1974_3
TOMELLERI RAFFAELE VERONA TADDEI FRANCO MILANO C/O TOMELLERI RAFFAELE VIA MANSIONARIO 11 MILANO	2585	itapat_1987_3
COLOMBO MARIO A MILANO	3820	itapat_1972_4
ARREDAMENTI RETEX DI RECALCATI ROBERTO E C. S.N.C. SOVICO MILANO	3303	itapat_1982_2
BIANCHI CESARE MILANO CSO DI PORTA VITTORIA 47 MILANO	2521	itapat_1977_1
DR.CLAUDIO BERETTA E C.S.N.C. A MILANO KLUBER LUBRICATION MUNCHEN KG A MONACO GERMANIA	6435	itapat_1974_1
ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.	131	itapat_1990_55
BUZZI GIANCARLO A MILANO	6057	itapat_1971_1
GROBO E C. S.A.S. DI GIOVANNI GROSSI E C. A MILANO	4783	itapat_1969_1
RAPID FONTANA OFFICINA MECCANICA S.A.S. DI FONTANA PAOLO E C. MILANO	1171	itapat_1977_1
DANA S.A.S. DI SERGIO MAMMI E C.,	225	itapat_1990_17
MANTEGAZZA GIOVANNI BATTISTA ROZZANO MILANO	2478	itapat_1981_3
DUINA MARCO MARIO	319	itapat_1990_97
BECCIANI RENATO A MILANO E VALTORTA LUIGI A SESTO S.GIOVANNI MILANO	4151	itapat_1970_3
PISATI ANGELO GIULIANO	270	itapat_1990_78
GRESOLINDO LEOPOLDO MILANO	1679	itapat_1981_3
SIRONI ALBERTO	445	itapat_1990_48
ARNALDO COLOMBO	576	itapat_1990_64
MATERA SIMONE SAN DONATO MILANESE MILANO MAZZOLENI GIACOMO MILANO GHIDONI MIRKO SAN DONATO MILANESE MILANO	31	itapat_1981_3
SAMPIETRO ROBERTO	60	itapat_1990_86
FIOCCHI ROBERTO MILANO	5226	itapat_1978_3
BAUDO GIUSEPPE A MILANO VLE MUGELLO 6 MILANO	2599	itapat_1983_2
PIETRO CUCCHI E C. S.R.L. BUSSERO MILANO	135	itapat_1988_1
SOMASCHINI GIOVANNI A MILANO	4615	itapat_1971_2
BRIVIO GIOVANNI E C. S.P.A. A MILANO	1855	itapat_1971_3
SITI WORLDTECH S.P.A. SPINELLI ALBERTO A MILANO	561	itapat_1984_1
RAGAINI VITTORIO MILANO	1858	itapat_1987_3
BERTE GIOVANNI BRUNO A MILANO	6576	itapat_1968_1
COLOMBO IVANO A MILANO	4475	itapat_1972_4
REALI MARIO E SPINOLO GIORGIO A MILANO	2232	itapat_1975_1
BASILE GIOVANNI A MILANO AZZALI LUCIANO A SAN DONATO MILANESE MILANO	1406	itapat_1984_1
MESSINA AURELIO MILANO	4239	itapat_1982_2
BIANCHI ALBERTO	906	itapat_1990_126
RAFFAELE ITALO ROSSI LUIGI MILANO	4688	itapat_1977_1
LEVRINI TULLIO A MILANO E CORTI GIUSEPPE A MALGRATE,COMO	1761	itapat_1985_1
CHIAPPA GIUSEPPE A MILANO	3439	itapat_1969_3
IANNANTUONI DOMENICO PESCHIERA BORROMEO MILANO	6252	itapat_1978_2
SIRCANA ANTONIO A MILANO ERCULIANI PAOLO A VERONA	4362	itapat_1971_1
ROSSI DARIO	313	itapat_1990_78
BUZZETTI GIULIANO	785	itapat_1990_148
GREPPI LORENZO MILANO	1439	itapat_1981_1
MARAZIO ANNIBALE MILANO	3477	itapat_1981_2
VILLA ALESSANDRO	478	itapat_1990_121
ZAROTTI CLAUDIO MILANO	2608	itapat_1987_3
CASTOLDI ALDO	568	itapat_1990_12
CATTANEO RINALDO MILANO CATTANEO LAMBERTO PREGNANA MILANO PZA DE AGOSTINI 3	1884	itapat_1988_1
SALA GIOVANNI	156	itapat_1990_78
RABONI FULVIO A MILANO	4054	itapat_1970_3
BRUNO GIOVANNI MILANO	1777	itapat_1977_1
BERETTA ROBERTO	167	itapat_1990_156
SPINELLI ALBERTO GRAZIANI GIACOMO A. MILANO	2129	itapat_1988_2
TERZAGHI GIOVANNI MILANO	3178	itapat_1979_3
GIULIANI GIUSEPPE A MILANO	1878	itapat_1986_1
A MILANO VENTURINI MARCO G.B.	5034	itapat_1977_1
PASSARELLA ANTONIO A MILANO	1435	itapat_1972_4
GECCHELIN BRUNO	95	itapat_1990_75
VIGANO' FRANCO	939	itapat_1990_64
FUMAGALLI LUIGI INZAGO MILANO	2272	itapat_1981_2
GERMANI GIANFRANCO	981	itapat_1990_172
ARDRIZZI ANGELO A MILANO	7193	itapat_1971_4
LEVRINI TULLIO A MILANO CORTI GIUSEPPE A MALGRATE COMO	3654	itapat_1984_2
BRUNO GIOVANNI A MILANO	3951	itapat_1974_3
NEOS NOW S.A.S. DI GIORGIO ROSSI & C.	608	itapat_1990_82
VALLE GIOVANNI A MILANO ABBO SERGIO A IMPERIA	3699	itapat_1971_1
FREDDI ITALO NOVA MILANESE MILANO	2442	itapat_1988_1
MORSELLI SERGIO A MILANO F.LLI ROSSELLI 9	6387	itapat_1973_1
GIUSSANI VENANZIO MONZA MILANO BOMBELLI GIANNI GALBIATE COMO SANGALLI ETTORE CARATE BRIANZA MILANO	4650	itapat_1979_1
COLOMBO ALDO FELICE MILANO	7718	itapat_1977_1
ARCANGELI PIERPAOLO ARCANGELI GIUSEPPE CASTELNUOVO RUBEN MILANO	5374	itapat_1978_3
LOCATI GIUSEPPE	432	itapat_1990_47
BRANCA ALFONSO	721	itapat_1990_76
TANZI ALBERTO	675	itapat_1990_79
MORA ALCIDE MORA FERRUCCIO MORA FAUSTO MILANO	484	itapat_1980_1
ALAGNA ETTORE MARCALLO MILANO MAROLDA GIUSEPPE MONZA MILANO	2025	itapat_1980_1
FONTANA FRANCO	647	itapat_1990_1
CURTI ENRICO E MARCHI ALBERTO A MILANO	7579	itapat_1973_3
SIRCANA ANTONIO VANZO AUGUSTO A MILANO	2117	itapat_1984_2
CRIPPA ANGELO	222	itapat_1990_153
PAGANI MARIO SEGRATE MILANO	3441	itapat_1977_3
ARDRIZZI ANGELO A MILANO	4476	itapat_1973_3
RATTO LUIGI A MILANO	2024	itapat_1968_3
INVERNIZZI ALBERTO	563	itapat_1990_53
MANTEGAZZA GIOVANNI BATTISTA ROZZANO MILANO	5045	itapat_1981_1
PASSONI GIOVANNI A MILANO	3298	itapat_1971_4
DELLO STROLOGO PIERO	210	itapat_1990_10
GEROSA ANGELO GEROSA LUIGI BERNAREGGIO MILANO	2340	itapat_1979_3
BONATO PAOLO	651	itapat_1990_177
LODI RIZZINI CARLO E FABBRIS FRANCO A MILANO	5995	itapat_1972_4
SPINELLI UMBERTO	943	itapat_1990_95
GIORDANO COLOMBO S.R.L.	29	itapat_1990_28
ILVAPLAST S.A.S. DI FRANCESCO CAGNOLA E C. A MILANO	7868	itapat_1972_4
MASTER S.A.S. DI RONCHI FRANCESCO & C.	226	itapat_1990_71
ZANARDINI MAURIZIO MILANO	267	itapat_1982_1
VENTURINI MARCO MILANO	4410	itapat_1979_1
GRIMALDI ALESSIO A MILANO	83	itapat_1970_1
RONCHI RENATO PESCHIERA BORROMEO MILANO	1461	itapat_1980_1
CONTI GIANFRANCO A MILANO	2541	itapat_1982_3
BARBIERI PAOLA	592	itapat_1990_144
LANFRANCHI FRANCO A MILANO	2014	itapat_1971_2
MASTER S.A.S. DI RONCHI FRANCESCO & C.	628	itapat_1990_101
CARRERA ANGELO TREZZO SULL ADDA MILANO	1211	itapat_1977_1
ROSSI ANDREA	844	itapat_1990_106
FONTANA FRANCO A MILANO	63	itapat_1986_3
GEITH E ITALIA S.D.F. DI GIUSEPPE BERETTA E JURGEN GEITH MILANO	766	itapat_1979_1
PAGNONI PAOLO A MILANO	2572	itapat_1971_4
GIULIANI GIUSEPPE A MILANO	954	itapat_1985_1
FERRARI RENZO A MILANO E CICCOTELLI LUCIANO A MONZA MILANO	5765	itapat_1969_3
FRANCO TOSI S.P.A. A MILANO	5327	itapat_1968_2
DE GIACOMO MAURIZIO	51	itapat_1990_131
RETEX DI ROBERTO RECALCATI E C.S.N.C.	902	itapat_1990_20
FRANCESCO CAIRATI S.R.L. A MILANO	82	itapat_1985_1
VIOLANO UMBERTO	55	itapat_1990_73
TANDOI ALBERTO GIORGIO MARIA	436	itapat_1990_45
A MILANO FACHINI MARCO	2524	itapat_1982_3
CLAUDIO MASSIMO MILANO	2913	itapat_1988_2
BASSI NICOLA BANFI GIULIO E GERMINIANI ANTONIO A MILANO	5551	itapat_1971_2
BENEDETTI DOMENICO MILANO	2312	itapat_1979_3
MIN TEC DI GALLI GIUSEPPE E C. S.N.C. CINISELLO BALSAMO MILANO	5380	itapat_1980_1
POCHINTESTA GIUSEPPE A MILANO	4225	itapat_1971_2
ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A. MILANO	1964	itapat_1982_2
R.I.P. S.A.S. DI LACCARINI BRUNO BERNAREGGIO MILANO	5716	itapat_1978_2
NOVATI EMILIO A MILANO	3009	itapat_1986_1
MEDA ALBERTO A MILANO	1684	itapat_1985_1
ISTITUTO FRANCO TOSI S.P.A. A MILANO	840	itapat_1974_1
CONTARDI AGOSTINO E MORNATI CARLO A MILANO	7673	itapat_1969_2
CURATOLO AUGUSTO RENATO	0	itapat_1990_149
MONTICELLI ALDO A MILANO	2309	itapat_1969_1
PREMOLI LUIGI DOTT. MILANO	5284	itapat_1980_2
COLLI ROBERTO	993	itapat_1990_86
MORANDINI ARTURO VILLASANTA MILANO	2309	itapat_1978_1
FALLETTA ANGELO BARBIERATO ROBERTO MILANO	1107	itapat_1988_1
PASSARELLA ANTONIO A MILANO	751	itapat_1972_4
GECCHELIN BRUNO	569	itapat_1990_43
OFFICINE MECCANICHE CATTANEO LUIGI S.R.L. MAGNAGO MILANO	3501	itapat_1977_1
FERRARI LUIGI E ROSSETTO REMIGIO A FRAZ.S.ZENONE, MINERBE, VERONA	1445	itapat_1972_4
PELAGALLI MARIO	552	itapat_1990_0
PELAGALLI MARIO	553	itapat_1990_0
GILIBERTI LAURA	393	itapat_1990_15
A MIRANDOLA (MODENA) DITTA ING.ROSSI ENZO	4359	itapat_1980_2
GAVIOLI ELVINO A MIRANDOLA MODENA	2856	itapat_1978_3
CATTINI GIOVANNI BATTISTA A MIRANDOLA MODENA	7713	itapat_1978_2
CATTINI GIOVANNI BATTISTA A MIRANDOLA MODENA	5647	itapat_1976_1
BERGONZINI DARIO	238	itapat_1990_89
GIBERTONI LUCA	705	itapat_1990_100
DE SIMONE ANTONIO	194	itapat_1990_125
A.T.E ELETTRONICA DI TOMASINI ALESSANDRO	759	itapat_1990_159
SIGOLO EZIO A MIRANDOLA MODENA	6501	itapat_1973_3
VILLA SERGIO A MIRANDOLA MODENA	2986	itapat_1974_2
A.T.E. ELETTRONICA DI TOMASINI ALESSANDRO	325	itapat_1990_152
A.T.E. DI TOMASINI ALESSANDRO	535	itapat_1990_134
FERRARI MARIO A MIRANDOLA MODENA MASCOLO GERMANO A MEDOLLA MODENA	2513	itapat_1977_2
CATTINI GIOVANNI BATTISTA A MIRANDOLA MODENA	5986	itapat_1976_2
CATTINI GIOVANNI BATTISTA A MIRANDOLA MODENA	1503	itapat_1977_1
VILLA SERGIO A MIRANDOLA MODENA	2987	itapat_1974_2
MION LUIGI ROCCHI SANDRO A MIRANO VENEZIA	1597	itapat_1986_1
F.LLI DAL MASCHIO LUIGI E FRANCO DI GIOVANNI BATTISTA SOC.DI FATTO A MIRANO VENEZIA	3653	itapat_1971_3
SCANTAMBURLO LUIGI SILVESTRI SOAVE A MIRANO VENEZIA	336	itapat_1987_1
TAMBURINI GIUSEPPE AMEDEO	621	itapat_1990_49
SPINELLI GIOVANNI	554	itapat_1990_114
PERRONE FRANCESCO A MISILMERI PALERMO	3814	itapat_1982_2
PERRONE FRANCESCO A MISILMERI PALERMO	3813	itapat_1982_2
PERRONE FRANCESCO A MISILMERI PALERMO	3812	itapat_1982_2
PADUANO GUIDO	138	itapat_1990_48
PADUANO GUIDO	391	itapat_1990_45
GOTTIFREDI GERARDO A MISSAGLIA COMO	465	itapat_1984_1
PADUANO GUIDO	248	itapat_1990_93
GOTTIFREDI GERARDO	393	itapat_1990_61
PADUANO GUIDO	370	itapat_1990_83
PADUANO GUIDO	878	itapat_1990_51
GOTTIFREDI GERARDO	939	itapat_1990_70
PADUANO GUIDO	105	itapat_1990_81
GOTTIFREDI GERARDO	139	itapat_1990_110
PADUANO GUIDO	277	itapat_1990_74
LA ROSA GUIDO	932	itapat_1990_49
LA ROSA GUIDO	759	itapat_1990_129
LA ROSA GUIDO	489	itapat_1990_139
ORLANDO MARIA	573	itapat_1990_62
GANDOLFO GIUSEPPE CATANIA MARCHESE MAURIZIO MISTERBIANCO (CT)	397	itapat_1988_1
LA ROSA GUIDO	614	itapat_1990_130
LA ROSA GUIDO	832	itapat_1990_182
LA ROSA GUIDO	4	itapat_1990_161
LA ROSA GUIDO	167	itapat_1990_181
GUGLIELMINO ANTONINO	968	itapat_1990_118
LA ROSA GUIDO	466	itapat_1990_131
NIERI GIUSEPPE	709	itapat_1990_3
LAZZARI GIANFRANCO A MODENA	3585	itapat_1983_1
ROSSI EUGENIO A MODENA	518	itapat_1986_2
MAGNONI FRANCO	659	itapat_1990_64
BARBIERI FRANCESCO E ARTIOLI ORNELLO A MODENA	1431	itapat_1969_3
MACE DI GIANNI SALARDI S.A.S. A MODENA	6186	itapat_1975_1
DOTT.ING. GIOVANNI CASTELLANI A MODENA	1299	itapat_1984_1
NIERI GIUSEPPE	164	itapat_1990_20
CATTINI GIOVANNI BATTISTA A MODENA	2994	itapat_1984_3
TEKLAB S.A.S. DI BARBIERI MAURO E C.	322	itapat_1990_155
S.P.A. LUIGI RIZZI E C. A MODENA	4436	itapat_1974_2
MARTINELLI MARCO A MODENA	5786	itapat_1968_1
CORRADINI SERGIO A MODENA	3163	itapat_1968_3
VANDELLI FRANCO A MODENA	3868	itapat_1970_3
S.P.A.LUIGI RIZZI E C. A MODENA	1624	itapat_1970_2
CASTELLANI GIOVANNI A MODENA	999	itapat_1973_2
FERRARI GIANCARLO	526	itapat_1990_29
LUIGI RIZZI E C. S.P.A. MODENA	1990	itapat_1987_3
NORA FRANCO MATTEI GIORGIO A MODENA	5100	itapat_1970_1
VANDELLI FRANCO A MODENA	2728	itapat_1969_4
MASETTI MARCO	762	itapat_1990_139
CASTELLANI GIOVANNI	985	itapat_1990_8
TAFARO VITO ANTONIO	312	itapat_1990_81
S.P.A. LUIGI RIZZI E C. A MODENA	5429	itapat_1969_3
BARBIERI FRANCESCO A MODENA	1925	itapat_1978_2
LAZZARI GIANFRANCO A MODENA	2352	itapat_1981_2
NIZZOLA GUIDO MARIA	70	itapat_1990_8
S.P.A. LUIGI RIZZI E C. A MODENA	2722	itapat_1972_2
ROSSI EUGENIO A MODENA	309	itapat_1987_1
PARRAVICINI ROBERTO ERMINIO	308	itapat_1990_124
CARLETTI UMBERTO	924	itapat_1990_192
BARBIERI ALBERTO A MODENA	4873	itapat_1977_3
NIERI GIUSEPPE	881	itapat_1990_13
FERRARI GIORGIO E NERI GIOVANNI A MODENA	3816	itapat_1974_2
S.P.A. LUIGI RIZZI E C. A MODENA	3981	itapat_1968_1
VANDELLI FRANCO A MODENA	3511	itapat_1969_4
RIZZI LUIGI E C. S.P.A. MODENA	601	itapat_1977_3
FONTANA PAOLO	727	itapat_1990_94
S.P.A. LUIGI RIZZI E C. A MODENA	5333	itapat_1972_2
CORRADINI SERGIO A MODENA	3510	itapat_1973_2
TAMAGNINI MASSIMO A MODENA	369	itapat_1987_3
ROSSI EUGENIO A MODENA	308	itapat_1987_1
NIERI GIUSEPPE	740	itapat_1990_9
OFFICINA MECCANICA BARBIERI MAURO A MODENA	4285	itapat_1981_3
MARTINELLI ROBERTO	430	itapat_1990_180
S.P.A. LUIGI RIZZI E C. A MODENA	4007	itapat_1972_3
S.P.A. LUIGI RIZZI E C. A MODENA	685	itapat_1971_1
LUIGI RIZZI E C. S.P.A. MODENA	3358	itapat_1982_1
LUIGI RIZZI E C. S.P.A. MODENA	396	itapat_1979_2
TEKLAB S.A.S. DI BARBIERI MAURO E C.	618	itapat_1990_133
SALA ROBERTO	949	itapat_1990_90
S.P.A.LUIGI RIZZI E C. A MODENA	1622	itapat_1970_2
PICCININI FRANCO E SPANO RICCARDO A MODENA	3156	itapat_1978_1
BONACINI FELICE A FRETO DI MODENA CAVALLINI FRANCO LUPPI ALFIO A MODENA	4746	itapat_1973_3
ROSSI ROBERTO A MODENA	7404	itapat_1978_2
BARBIERI FRANCESCO A MODENA	907	itapat_1973_2
ROSSI ENRICO A MODENA	7484	itapat_1970_1
S.P.A. LUIGI RIZZI E C. A MODENA	916	itapat_1968_4
C.P.C. DI COLARUSSO VINCENZO & C. SNC	120	itapat_1990_110
CORRADINI SERGIO A MODENA	5766	itapat_1971_3
RIZZI LUIGI E C. S. P. A. A MODENA	2093	itapat_1986_2
DIANA GIOVANNI	464	itapat_1990_55
FERRARI GIUSEPPE A MODENA	5564	itapat_1969_2
DIENA CARLO A MODENA	2506	itapat_1969_1
GALLI LUIGI A MODENA	9572	itapat_1973_2
CASTELLANI GIOVANNI	789	itapat_1990_149
DELLA FONTANA GIOVANNI ROBERTO	663	itapat_1990_146
NORA FRANCO E MATTEI GIORGIO A MODENA	173	itapat_1969_2
VINCENZI GIANFRANCO	848	itapat_1990_35
TIRELLI MARCO	171	itapat_1990_79
S.P.A. LUIGI RIZZI E C. A MODENA	8262	itapat_1969_1
BARBIERI FRANCESCO A MODENA	2399	itapat_1975_1
NIZZOLA GUIDO MARIA	429	itapat_1990_17
FERRARI GIANCARLO	405	itapat_1990_43
LUGLI PAOLO	437	itapat_1990_28
GAGLIARDELLI GIUSEPPE E VINCENZI MARIO A MODENA	1869	itapat_1968_1
BENEDETTI PAOLO	234	itapat_1990_124
NIZZOLA GUIDO MARIA	951	itapat_1990_27
FERRARI CARLO A MODENA	1342	itapat_1969_3
MABELLI SERGIO A MODENA	3615	itapat_1971_4
GIBERTONI MAURIZIO	100	itapat_1990_39
CORRADINI SERGIO A MODENA	3015	itapat_1971_4
COLOMBO CARLO	928	itapat_1990_173
CARUSO LUCIANO	979	itapat_1990_59
LUIGI RIZZI E C. S.P.A. MODENA	2261	itapat_1978_3
ALBERTINI MAURIZIO	469	itapat_1990_186
MARTINELLI ROBERTO	247	itapat_1990_189
NIZZOLA GUIDO MARIA	81	itapat_1990_27
NIZZOLA GUIDO MARIA	615	itapat_1990_22
PARRAVICINI ROBERTO ERMINIO	543	itapat_1990_93
ARTIOLI ORNELLO A MODENA E BARBIERI FRANCESCO A MODENA	5686	itapat_1968_1
S.P.A. LUIGI RIZZI E C. A MODENA	175	itapat_1975_3
LA COLLA GIORGIO	344	itapat_1990_155
TEKLAB SAS DI BARBIERI MAURO E C.	105	itapat_1990_92
TEKLAB SAS DI BARBIERI MAURO E C.	111	itapat_1990_81
BARONI ALBERTO	967	itapat_1990_114
CASTELLANI GIOVANNI A MODENA	2057	itapat_1968_3
CECCARINI CESARE	694	itapat_1990_153
CASTELLANI GIOVANNI	717	itapat_1990_54
CATTINI GIOVANNI BATTISTA A MODENA	2993	itapat_1984_3
URBINI CARLO	286	itapat_1990_166
DELLA FONTANA GIOVANNI ROBERTO	109	itapat_1990_147
LUIGI RIZZI E C. S.P.A. A MODENA	263	itapat_1982_3
MACE DI GIANNI SALARDI S.A.S. A MODENA	3072	itapat_1985_2
FERRARI EMILIO E FERRARI FRANCO A MODENA	6876	itapat_1969_1
TEKLAB SAS DI BARBIERI MAURO E C.	972	itapat_1990_93
CASTELLANI GIOVANNI	668	itapat_1990_97
RIZZI LUIGI E C. S.P.A. MODENA	4343	itapat_1980_3
GIULIANI GIULIANO A MODENA	66	itapat_1987_2
NIERI GIUSEPPE	540	itapat_1990_13
VANDELLI FRANCO A MODENA	6199	itapat_1969_3
PARRAVICINI ROBERTO MODENA	1934	itapat_1987_3
MACE DI GIANNI SALARDI S.A.S. A MODENA	8076	itapat_1975_1
S.P.A. LUIGI RIZZI E C. A MODENA	2546	itapat_1975_3
BARBIERI FRANCESCO A MODENA	6134	itapat_1977_1
MABELLI SERGIO A MODENA	6151	itapat_1969_4
RIZZI LUIGI E C. S.P.A. MODENA	602	itapat_1977_3
PARRAVICINI ROBERTO	329	itapat_1990_189
BARBIERI FRANCESCO E ARTIOLI ORNELLO A MODENA	1437	itapat_1969_3
MAZZONI MARCO & C. S.N.C.	147	itapat_1990_69
S.P.A. LUIGI RIZZI E C. A MODENA	174	itapat_1975_3
MACE DI GIANNI SALARDI SOCIETA IN ACCOMANDITA SEMPLICE A MODENA	1886	itapat_1977_3
GIOVANARDI DOMENICO GIBERTINI UMBERTO PAPINI ELIO A MODENA	5562	itapat_1968_2
ROSSI ALESSANDRO	383	itapat_1990_103
ROSSI ALESSANDRO	238	itapat_1990_122
VACCARI ANNA	11	itapat_1990_180
GOLINELLI CLAUDIO	105	itapat_1990_37
O S A DI FERRARI GIUSEPPE E C.S.N.C.	825	itapat_1990_18
CASTELLANI GIOVANNI A MODENA	6163	itapat_1969_4
S.P.A. LUIGI RIZZI E C. A MODENA	356	itapat_1969_1
MARIANI RENATO	874	itapat_1990_52
BOCCHI FRANCO	5	itapat_1990_5
ZACCARELLI ENZO A MODENA	657	itapat_1979_2
FONTANA MARCO A MODENA	1080	itapat_1983_1
BENEDETTI PAOLO	592	itapat_1990_120
GIBERTONI MAURIZIO	4	itapat_1990_61
S.P.A. LUIGI RIZZI E C. A MODENA	1733	itapat_1972_1
PARRAVICINI ROBERTO ERMINIO	672	itapat_1990_93
FERRARI GIORGIO E NERI GIOVANNI A MODENA	1002	itapat_1975_3
S.P.A. LUIGI RIZZI E C. A MODENA	7083	itapat_1968_4
MURATORI CASALI GIORGIO A MODENA	3	itapat_1973_3
GASPERI ANTONELLO A MODENA AFFINITA TOMMASO LANDI STEFANO A MANTOVA C/O ING.TOMMASO AFFINITA VIA LIBERTA'3 MANTOVA	3063	itapat_1977_1
LUIGI RIZZI E C. S.P.A. A MODENA	264	itapat_1982_3
S.P.A. LUIGI RIZZI E C. A MODENA	4939	itapat_1973_2
S.P.A. LUIGI RIZZI E C. A MODENA	750	itapat_1971_4
PERBELLINI GIUSEPPE A MODENA	3656	itapat_1968_1
MACE DI GIANNI SALARDI S.A.S. A MODENA	8549	itapat_1974_2
BERGAMINI PAOLO A MODENA	3020	itapat_1972_3
TEKLAB SAS DI BARBIERI MAURO E C.	529	itapat_1990_86
FONTANA GIORGIO A MODENA	1340	itapat_1969_3
CASTELLANI GIOVANNI A MODENA	82	itapat_1968_2
BASILE GIORGIO. PUGLIA GIUSEPPA A MODICA, RAGUSA	3141	itapat_1983_3
MOLINO GIUSEPPE ROCCASALVA S.R.L.	835	itapat_1990_114
BASILE GIORGIO, CAVALLO GIOVANNI A MODICA, RAGUSA	1717	itapat_1983_2
ESPOSITO GIUSEPPE	752	itapat_1990_48
CATINELLA VITO ANTONIO A MODUGNO ,BARI	2957	itapat_1988_1
CATINELLA VITO ANTONIO A MODUGNO (BARI)	1898	itapat_1987_3
CATINELLA VITO ANTONIO A MODUGNO BARI	6576	itapat_1978_1
TRENTADUE GIOVANNI BATTISTA A MODUGNO,BARI	838	itapat_1986_3
CATINELLA VITO ANTONIO A MODUGNO BARI	1108	itapat_1979_3
CATINELLA VITO ANTONIO A MODUGNO, BARI SS.96 KM.I19 C.P.24	6858	itapat_1974_2
CATINELLA VITO ANTONIO A MODUGNO BARI	3762	itapat_1982_2
ROSSI ARISTIDE	138	itapat_1990_160
RANIERI GIUSEPPE	132	itapat_1990_13
DE GIORGIO MORENO	916	itapat_1990_176
RANIERI GIUSEPPE	334	itapat_1990_41
FONTANA PIETRO	735	itapat_1990_39
FONTANA PIETRO	459	itapat_1990_150
FONTANA PIETRO	458	itapat_1990_150
FONTANA PIETRO	44	itapat_1990_150
BACCI LUCIANO	768	itapat_1990_148
DE GIOIA GIUSEPPE	294	itapat_1990_12
BALDASSARE PAOLO A MOLFETTA,BARI	4865	itapat_1976_3
ROSSI MARIO A MOLINELLA BOLOGNA	129	itapat_1976_2
R.N. DI ROSSI MARINO & C. S.N.C.	654	itapat_1990_174
ROSSI MARIO A MOLINELLA BOLOGNA	5654	itapat_1969_1
GANDINI FLAVIO A MOLINETTO DI MAZZANO BRESCIA	2352	itapat_1987_1
TE.CA.BO. DI TARICCO CAV.FRANCO E C. S.N.C. A MONASTERO BORMIDA ASTI	1379	itapat_1985_2
CURTI AURELIO A MONCALIERI TORINO E GATTI MARCO A FIRENZE TORINO	5216	itapat_1977_1
SPINA FRANCESCO A MONCALIERI TORINO	3457	itapat_1981_2
BOSIO LORENZO	560	itapat_1990_150
LENCI MARCELLO E GALLI GIANCARLO A CORINALDO (ANCONA) PICCIOLI VINCENZO A MONDOLFO (PESARO)	3161	itapat_1982_1
LAZZARI GIUSEPPE	577	itapat_1990_40
FERMO GIOVANNI A MONFALCONE GORIZIA	3957	itapat_1971_1
GIOVANDO GUALTIERO A MONFORTE D ALBA CUNEO E TORRE FRANCO AD ALBA CUNEO	2506	itapat_1985_2
DINI LEONARDO GIUSEPPE A MONGHIDORO BOLOGNA	5298	itapat_1976_3
DE MARCO MAURIZIO	626	itapat_1990_41
FERRARI DARIO	587	itapat_1990_148
FERRARI DARIO	276	itapat_1990_158
SCARPA GIUSEPPE A MONSELICE PADOVA	571	itapat_1974_1
GHELARDINI CESARE E MOSCANI ROMANO A MONSUMMANO TERME	1102	itapat_1978_1
SPINELLI MARCO	137	itapat_1990_48
ALBELLI GIUSEPPE A MONSUMMANO TERME,PISTOIA	4020	itapat_1981_1
MASSARO FRANCESCO A MONSUMMANO TERME PISTOIA	1405	itapat_1977_1
MARTINI CARLO	264	itapat_1990_127
BERTO PAOLO	443	itapat_1990_42
VOLPINI MAURIZIO	335	itapat_1990_107
MANCINELLI GIUSEPPE GUERRIERO	23	itapat_1990_194
MANCINELLI GIUSEPPE GUERRIERO	303	itapat_1990_137
CONTIGIANI GIORGIO A MONTE S.GIUSTO, MACERATA GIACOMINI LUCIANO A CORRIDONIA, MACERATA	317	itapat_1984_1
AGOSTINELLI MARCO	611	itapat_1990_89
SCACCHI GABRIELLA ANTONIETTA	46	itapat_1990_158
FINEDIL S.A.S. DI CONTE LUIGI E C.	660	itapat_1990_1
GRASSI SILVANO A PEDERIVA DI MONTEBELLUNA TREVISO	3921	itapat_1978_2
COSTARELLI GIOVANNI MERLI FRANCO A JESI ANCONA A MONTECAROTTO ANCONA	3883	itapat_1979_2
ANGELINI VINCENZO A P MONTECASTRILLI TR	7	itapat_1979_2
PIATTELLI GIUSEPPE A MONTECATINI TERME PISTOIA	5374	itapat_1968_2
MALLEONE ANTONIO	859	itapat_1990_16
PIATTELLI GIUSEPPE A MONTECATINI TERME PISTOIA	7519	itapat_1969_3
PIATTELLI MAURIZIO E PIATTELLI GIUSEPPE A MONTECATINI, PISTOIA	357	itapat_1972_1
PIATTELLI GIUSEPPE A MONTECATINI TERME PISTOIA	3229	itapat_1968_1
PIATTELLI GIUSEPPE A MONTECATINI TERME PISTOIA	7407	itapat_1968_3
PIATTELLI GIUSEPPE A MONTECATINI TERME	2919	itapat_1968_4
MARCHETTI GIOVANNI A MONTECATINI TERME PISTOIA	3644	itapat_1972_4
